anc_paths,compair_paths
21/frames_9219.png,21/frames_9804.png
27/img_1199.jpg,27/frames_22108.png
28/frames_23907.png,28/img_4074.jpg
86/frames_14373.png,86/frames_14396.png
117/frames_8089.png,117/frames_8087.png
136/frames_24831.png,136/img_3805.jpg
213/frames_13936.png,213/frames_21509.png
214/img_2536.jpg,214/img_3348.jpg
226/img_1774.jpg,226/frames_21529.png
231/img_440831.jpg,231/frames_396855.png
259/img_2014.jpg,259/frames_13945.png
260/frames_19338.png,260/frames_9162.png
284/frames_9795.png,284/frames_14993.png
298/frames_9752.png,298/frames_14875.png
299/frames_11272.png,299/frames_11263.png
300/img_3285.jpg,300/img_2208.jpg
350/frames_227592.png,350/img_317.jpg
351/frames_9967.png,351/frames_15117.png
419/frames_15536.png,419/img_1444.jpg
473/frames_10931.png,473/img_3522.jpg
527/frames_10259.png,527/frames_15868.png
547/img_1896.jpg,547/img_1019.jpg
567/frames_5231.png,567/frames_10714.png
741/frames_57277.png,741/img_57327.jpg
963/img_1400.jpg,963/img_2100.jpg
1079/frames_16510.png,1079/frames_6195.png
1290/frames_341816.png,1290/frames_406278.png
1296/frames_357019.png,1296/frames_407771.png
1425/img_437.jpg,1425/frames_7028.png
1559/frames_20994.png,1559/img_1389.jpg
1573/frames_13665.png,1573/frames_18892.png
1809/frames_19181.png,1809/img_3577.jpg
1826/frames_53962.png,1826/frames_47992.png
2132/frames_21605.png,2132/frames_21607.png
2377/frames_373317.png,2377/frames_364058.png
2459/img_46216.jpg,2459/frames_46264.png
2476/frames_52588.png,2476/frames_52546.png
2514/frames_350293.png,2514/img_448155.jpg
2538/frames_57119.png,2538/frames_65093.png
2793/frames_370813.png,2793/frames_394292.png
2803/frames_439883.png,2803/frames_414105.png
2846/img_62534.jpg,2846/frames_62592.png
2940/frames_413070.png,2940/img_449398.jpg
3310/img_448843.jpg,3310/img_448808.jpg
3435/img_72891.jpg,3435/frames_72894.png
3490/frames_73795.png,3490/frames_73801.png
3496/frames_74037.png,3496/frames_73827.png
3506/frames_356711.png,3506/frames_390184.png
3583/frames_77931.png,3583/frames_77940.png
9769/frames_126215.png,9769/frames_129069.png
9834/frames_129914.png,9834/img_102272.jpg
9877/frames_383043.png,9877/frames_340327.png
9913/frames_128011.png,9913/frames_128561.png
9971/frames_125769.png,9971/frames_125859.png
10049/img_102651.jpg,10049/img_107493.jpg
11765/frames_348803.png,11765/img_108889.jpg
11773/frames_146076.png,11773/frames_146151.png
11989/img_109745.jpg,11989/frames_130065.png
12067/img_108586.jpg,12067/img_109989.jpg
12449/img_113646.jpg,12449/img_112551.jpg
12561/frames_158117.png,12561/frames_164450.png
12574/frames_209235.png,12574/img_113975.jpg
12585/frames_157450.png,12585/img_112684.jpg
12587/img_113660.jpg,12587/frames_131292.png
12607/frames_208900.png,12607/frames_135487.png
12636/frames_147448.png,12636/frames_147627.png
12639/frames_23062.png,12639/frames_21249.png
12722/img_114320.jpg,12722/frames_188015.png
12725/img_114669.jpg,12725/img_114880.jpg
12754/frames_148602.png,12754/frames_148609.png
12763/frames_188448.png,12763/img_115442.jpg
