anc_paths,compair_paths
21/frames_20025.png,21/frames_9798.png
44/frames_10643.png,44/img_4757.jpg
138/frames_58807.png,138/frames_18726.png
214/img_1892.jpg,214/img_3348.jpg
299/frames_11275.png,299/img_3347.jpg
351/frames_16113.png,351/frames_14868.png
356/frames_9739.png,356/frames_9778.png
473/img_1107.jpg,473/img_39529.jpg
1290/frames_341661.png,1290/img_116714.jpg
1383/frames_24293.png,1383/frames_24257.png
1573/frames_7324.png,1573/frames_18896.png
1727/frames_8695.png,1727/frames_8682.png
1818/img_4922.jpg,1818/img_3750.jpg
2038/img_3307.jpg,2038/frames_228228.png
3310/img_447478.jpg,3310/img_443817.jpg
3363/frames_72615.png,3363/frames_71302.png
3583/frames_77947.png,3583/frames_77941.png
9913/img_101526.jpg,9913/frames_127091.png
10016/img_107783.jpg,10016/img_101365.jpg
12910/frames_142740.png,12910/img_117842.jpg
12923/img_117646.jpg,12923/img_116742.jpg
12976/img_116848.jpg,12976/frames_186503.png
12995/frames_182920.png,12995/img_116691.jpg
13135/img_119229.jpg,13135/img_119475.jpg
13175/img_118426.jpg,13175/frames_194932.png
13219/frames_194113.png,13219/img_119466.jpg
13334/img_120771.jpg,13334/img_121186.jpg
13391/frames_211754.png,13391/frames_213709.png
13408/img_121104.jpg,13408/img_119807.jpg
13456/img_120882.jpg,13456/img_120069.jpg
13472/img_120473.jpg,13472/img_119650.jpg
13874/frames_180524.png,13874/img_125108.jpg
13897/frames_206767.png,13897/img_125146.jpg
13994/img_125317.jpg,13994/img_124737.jpg
27121/frames_375815.png,27121/frames_388939.png
27150/frames_360966.png,27150/frames_426566.png
27270/frames_409637.png,27270/frames_417524.png
27316/frames_419512.png,27316/frames_375265.png
27358/frames_400892.png,27358/img_444142.jpg
27498/frames_394073.png,27498/img_447166.jpg
27507/frames_373464.png,27507/frames_368452.png
27561/img_440397.jpg,27561/img_446008.jpg
27578/img_452581.jpg,27578/frames_362617.png
27667/img_448207.jpg,27667/img_444969.jpg
27819/img_440971.jpg,27819/frames_340586.png
27889/img_452143.jpg,27889/frames_355579.png
27916/img_450750.jpg,27916/frames_350575.png
28019/frames_363013.png,28019/img_450685.jpg
28063/frames_386821.png,28063/img_444175.jpg
28167/frames_364542.png,28167/frames_353362.png
28243/frames_379045.png,28243/frames_423659.png
28376/frames_417651.png,28376/img_442487.jpg
28517/img_445837.jpg,28517/frames_435691.png
28585/frames_390563.png,28585/img_442878.jpg
28753/frames_429756.png,28753/frames_385537.png
28781/frames_353204.png,28781/img_443099.jpg
28793/frames_354655.png,28793/frames_373499.png
28881/frames_408312.png,28881/frames_398334.png
13904/frames_206029.png,13904/img_124253.jpg
12837/frames_174473.png,12837/frames_172377.png
28543/img_451577.jpg,28543/frames_371396.png
13855/img_4332.jpg,13855/frames_11290.png
13149/frames_193388.png,13149/img_119243.jpg
27771/frames_400439.png,27771/img_445736.jpg
27691/frames_394419.png,27691/img_445254.jpg
27087/frames_340371.png,27087/frames_364682.png
27121/img_452249.jpg,27121/frames_405303.png
13408/img_121104.jpg,13408/img_119920.jpg
28173/frames_350025.png,28173/img_445547.jpg
27150/frames_340943.png,27150/frames_387976.png
28243/frames_340194.png,28243/frames_383899.png
10016/img_107783.jpg,10016/frames_129724.png
295/img_125.jpg,295/img_4101.jpg
3310/frames_379925.png,3310/img_443817.jpg
1155/frames_6397.png,1155/frames_11651.png
28167/frames_344099.png,28167/frames_397785.png
28543/img_451577.jpg,28543/frames_371396.png
28187/img_444385.jpg,28187/frames_367070.png
14105/frames_176158.png,14105/img_143612.jpg
9834/frames_127698.png,9834/frames_129947.png
13391/frames_210246.png,13391/frames_214639.png
1727/frames_8678.png,1727/img_3977.jpg
1809/img_260.jpg,1809/frames_8723.png
28019/img_442914.jpg,28019/frames_355357.png
143/img_521.jpg,143/frames_8216.png
27691/frames_384591.png,27691/img_444713.jpg
28023/frames_372031.png,28023/frames_400188.png
28515/img_110772.jpg,28515/frames_430989.png
2001/img_1650.jpg,2001/frames_14557.png
28243/img_441727.jpg,28243/frames_433545.png
27705/img_442995.jpg,27705/frames_454897.png
28583/frames_378122.png,28583/frames_354683.png
13219/frames_194113.png,13219/frames_190761.png
27488/img_446045.jpg,27488/frames_431029.png
13146/frames_194560.png,13146/frames_191033.png
44/img_4985.jpg,44/frames_10642.png
3310/frames_376547.png,3310/frames_429848.png
27916/img_443306.png,27916/frames_357329.png
1727/frames_8674.png,1727/img_3344.jpg
102/img_4377.jpg,102/frames_7987.png
13219/frames_194113.png,13219/frames_191954.png
44/frames_18414.png,44/frames_12526.png
13939/frames_438866.png,13939/frames_205963.png
13189/img_119253.jpg,13189/img_118629.jpg
27916/img_446085.jpg,27916/frames_350575.png
13149/img_118257.jpg,13149/frames_189970.png
10049/img_102180.jpg,10049/img_100506.jpg
13571/frames_199862.png,13571/img_121699.jpg
13329/img_119941.jpg,13329/frames_216696.png
27321/frames_388262.png,27321/img_450936.jpg
1818/img_2473.jpg,1818/img_2932.jpg
12587/img_113867.jpg,12587/img_113954.jpg
260/frames_9162.png,260/img_3819.jpg
28562/frames_395354.png,28562/frames_385403.png
14117/img_143530.jpg,14117/frames_202176.png
13181/frames_195185.png,13181/img_118366.jpg
3583/frames_77947.png,3583/frames_77973.png
1289/frames_11899.png,1289/frames_17055.png
13334/img_119917.jpg,13334/img_120102.jpg
28502/frames_373899.png,28502/frames_370302.png
27667/img_442160.jpg,27667/img_448207.jpg
28190/img_444237.jpg,28190/frames_384030.png
12744/frames_148303.png,12744/frames_148827.png
13336/img_120764.jpg,13336/img_120571.jpg
594/img_1479.jpg,594/frames_227780.png
27487/frames_348494.png,27487/img_448909.jpg
13008/frames_169768.png,13008/frames_170037.png
13219/frames_190761.png,13219/frames_192406.png
28583/frames_378122.png,28583/frames_394973.png
28243/frames_386816.png,28243/frames_341702.png
27087/frames_367722.png,27087/frames_435183.png
27497/frames_340152.png,27497/frames_341593.png
28427/frames_413129.png,28427/img_445294.jpg
2038/frames_227362.png,2038/img_3307.jpg
28525/img_444422.jpg,28525/frames_379685.png
13232/frames_190566.png,13232/frames_193236.png
13334/img_120102.jpg,13334/img_120630.jpg
28243/frames_434150.png,28243/frames_426162.png
27968/frames_430673.png,27968/img_443267.jpg
13456/img_119810.jpg,13456/frames_214754.png
143/frames_8177.png,143/frames_8279.png
13391/frames_215855.png,13391/frames_211259.png
13135/frames_217129.png,13135/frames_216870.png
12976/img_118217.jpg,12976/frames_183433.png
27180/frames_437769.png,27180/frames_366988.png
9877/img_446286.jpg,9877/frames_431552.png
13408/frames_213384.png,13408/img_119920.jpg
13149/frames_194350.png,13149/img_118319.jpg
12620/img_113065.jpg,12620/frames_134885.png
356/frames_19959.png,356/img_4955.jpg
13365/img_120954.jpg,13365/frames_218129.png
28793/frames_436525.png,28793/frames_373196.png
260/img_3659.jpg,260/frames_19334.png
594/frames_227621.png,594/img_1479.jpg
27942/frames_369185.png,27942/frames_405971.png
27056/frames_353153.png,27056/img_449895.png
28395/frames_433844.png,28395/frames_416613.png
13435/frames_210908.png,13435/frames_217723.png
13571/img_121782.jpg,13571/frames_207373.png
961/frames_19173.png,961/frames_23235.png
28243/frames_368826.png,28243/img_441839.jpg
12636/img_115295.jpg,12636/frames_147754.png
27724/img_440611.jpg,27724/img_452217.jpg
14085/frames_200843.png,14085/frames_204194.png
28778/frames_440140.png,28778/img_445347.jpg
28261/frames_396392.png,28261/img_450722.jpg
27313/frames_410565.png,27313/img_451057.jpg
28049/frames_375896.png,28049/img_444721.jpg
13010/frames_207682.png,13010/img_117143.jpg
12923/img_117899.jpg,12923/img_117392.jpg
28525/frames_410084.png,28525/img_451581.jpg
28853/frames_435517.png,28853/img_452224.jpg
27498/img_442395.jpg,27498/img_444989.jpg
11917/frames_219899.png,11917/img_109406.jpg
28365/img_450643.jpg,28365/frames_419940.png
28095/img_449661.jpg,28095/frames_416657.png
28881/img_442444.jpg,28881/frames_398334.png
13325/img_120088.jpg,13325/frames_168747.png
27380/frames_342470.png,27380/frames_436698.png
28793/frames_362878.png,28793/img_446932.jpg
13408/img_121175.jpg,13408/frames_215844.png
14142/img_144340.jpg,14142/img_143650.jpg
13336/img_120067.jpg,13336/img_120764.jpg
12636/img_114837.jpg,12636/frames_147444.png
27497/frames_378112.png,27497/frames_437157.png
27321/frames_396027.png,27321/frames_418835.png
12620/frames_133185.png,12620/frames_131958.png
28781/img_443892.jpg,28781/frames_435426.png
28583/img_441213.jpg,28583/frames_432427.png
28502/frames_397508.png,28502/img_440978.jpg
1425/frames_7029.png,1425/frames_12166.png
13855/frames_6687.png,13855/img_125021.jpg
