anc_paths,compair_paths
95/frames_18239.png,27162/frames_407456.png
295/img_4101.jpg,28087/img_445893.jpg
296/frames_11134.png,1818/frames_8735.png
788/frames_14845.png,13431/frames_212239.png
2940/frames_413070.png,27201/frames_405045.png
3329/img_70459.jpg,28740/frames_369396.png
12145/frames_353810.png,26991/frames_367489.png
12724/img_114538.jpg,13423/img_120145.jpg
12815/img_3574.jpg,28515/img_446019.jpg
13008/frames_169853.png,27642/frames_432403.png
13135/frames_217035.png,13329/frames_216160.png
13232/frames_190796.png,1980/img_4266.jpg
13630/img_121591.jpg,13380/frames_213847.png
13921/frames_177581.png,13977/img_125229.jpg
13954/img_124222.jpg,145/frames_18529.png
27077/frames_359343.png,298/frames_14871.png
27322/frames_354962.png,27301/frames_407850.png
27358/img_448650.jpg,3583/frames_77939.png
27407/img_448767.jpg,13365/frames_218184.png
28048/frames_399734.png,28040/img_442791.jpg
28049/frames_346028.png,14105/img_144229.jpg
28190/frames_435834.png,27407/frames_376251.png
28356/frames_380026.png,3496/img_74009.jpg
28499/img_444080.jpg,3217/frames_432845.png
28558/frames_356565.png,27010/frames_439516.png
28656/frames_343060.png,28797/frames_411272.png
28719/img_445322.jpg,13939/frames_385123.png
28794/frames_437071.png,12801/frames_188920.png
28896/frames_427394.png,1319/img_2961.jpg
27488/frames_373051.png,117/frames_8085.png
28753/img_442336.jpg,27322/frames_434836.png
28017/frames_350462.png,653/frames_228312.png
27302/frames_439340.png,28643/img_444208.jpg
9841/frames_220478.png,14143/frames_203443.png
11773/frames_146931.png,28580/frames_455071.png
297/frames_20074.png,27201/frames_343117.png
13902/img_115048.jpg,27684/frames_416148.png
28600/frames_391893.png,28026/frames_373679.png
28486/frames_434193.png,28649/frames_340072.png
12808/frames_140317.png,28543/frames_415203.png
12404/frames_221381.png,14018/frames_202713.png
27339/frames_346908.png,27301/frames_407850.png
13253/img_119335.jpg,27942/frames_398488.png
27171/frames_434624.png,27489/frames_341889.png
751/img_70720.jpg,27571/img_452525.jpg
28265/img_445385.jpg,13866/img_124259.jpg
12826/frames_175262.png,13855/frames_11290.png
9841/frames_218916.png,13169/img_118514.jpg
13161/img_118689.jpg,27513/frames_343726.png
27487/frames_410034.png,13408/img_119807.jpg
13866/frames_176613.png,13135/img_118343.jpg
13110/frames_220000.png,225/frames_23343.png
2038/frames_227997.png,12561/frames_164450.png
2514/frames_437856.png,13500/frames_197422.png
259/frames_13995.png,13954/frames_181250.png
26991/frames_341157.png,9877/frames_348670.png
13939/frames_206476.png,12962/frames_169901.png
13866/img_125269.jpg,12905/frames_167460.png
28734/frames_347957.png,25/frames_14144.png
28793/frames_373196.png,13926/img_124584.jpg
27779/frames_403153.png,9841/frames_220058.png
9811/img_102587.jpg,27877/frames_426328.png
28405/frames_404140.png,28477/frames_385697.png
12649/frames_150299.png,1084/frames_436314.png
27029/frames_437762.png,3702/frames_79514.png
510/frames_20512.png,28740/frames_422980.png
9825/frames_220532.png,13136/img_118618.jpg
12145/frames_426895.png,28757/frames_361684.png
60/frames_17480.png,28562/img_450768.jpg
27889/frames_432638.png,28753/frames_414578.png
28261/img_441353.jpg,27270/frames_342844.png
27407/frames_369214.png,117/frames_8026.png
27/frames_22111.png,27771/frames_342085.png
12801/frames_139069.png,1534/img_1086.jpg
27135/frames_364091.png,12585/img_112652.jpg
28794/frames_414912.png,13418/img_120987.jpg
13136/frames_192836.png,2793/frames_387914.png
2021/frames_73268.png,3028/frames_66224.png
27777/frames_407411.png,28182/frames_341587.png
351/frames_15116.png,21/frames_9212.png
13939/frames_206490.png,653/frames_227636.png
27403/img_452073.jpg,28303/img_443798.jpg
3490/frames_73788.png,963/img_1006.jpg
1647/frames_37813.png,28067/frames_424691.png
27575/frames_372524.png,27191/frames_360802.png
1425/frames_12167.png,13500/frames_197812.png
28853/frames_420350.png,28563/frames_345495.png
13630/img_122264.jpg,136/frames_8110.png
3496/img_74009.jpg,297/frames_20089.png
12058/frames_405775.png,13261/frames_171005.png
27047/frames_421595.png,145/frames_18534.png
