anc_paths,compair_paths
25/frames_14144.png,25/frames_9304.png
143/frames_8200.png,143/frames_8281.png
214/img_3334.jpg,214/frames_8907.png
299/frames_11271.png,299/img_3060.jpg
387/img_793.jpg,387/frames_15321.png
473/img_55.jpg,473/img_3522.jpg
527/frames_20557.png,527/img_638.jpg
1383/frames_24271.png,1383/img_3807.jpg
2001/img_836.jpg,2001/frames_14556.png
2031/img_131.jpg,2031/img_1445.jpg
10016/frames_129724.png,10016/img_107030.jpg
12444/frames_157487.png,12444/frames_163269.png
12449/img_113558.jpg,12449/frames_132754.png
12490/img_113557.jpg,12490/img_113936.jpg
12561/img_112519.jpg,12561/frames_158117.png
12574/frames_162691.png,12574/frames_163264.png
12722/frames_188232.png,12722/frames_150844.png
12724/frames_187917.png,12724/frames_153252.png
12754/frames_148115.png,12754/frames_147630.png
12783/frames_174650.png,12783/img_116630.jpg
12801/frames_140315.png,12801/img_116437.jpg
12808/img_116551.jpg,12808/frames_140317.png
12815/frames_11519.png,12815/img_116498.jpg
12826/frames_172575.png,12826/frames_172826.png
12837/frames_175223.png,12837/frames_172273.png
12923/img_117646.jpg,12923/img_117703.jpg
12995/img_117851.jpg,12995/frames_182920.png
13135/frames_216870.png,13135/img_118986.jpg
13219/frames_216961.png,13219/frames_193734.png
13380/img_121157.jpg,13380/frames_216152.png
13418/img_119818.jpg,13418/frames_169260.png
13456/frames_215226.png,13456/img_119569.jpg
13485/frames_199179.png,13485/img_3511.jpg
13500/img_121648.jpg,13500/frames_197909.png
13545/frames_170178.png,13545/frames_170493.png
13554/img_121702.jpg,13554/img_121348.jpg
13874/img_125108.jpg,13874/frames_204885.png
14007/frames_176974.png,14007/frames_179628.png
14105/img_144229.jpg,14105/frames_175785.png
14117/frames_203254.png,14117/img_144322.jpg
14142/img_143741.jpg,14142/frames_201575.png
26986/img_442768.jpg,26986/frames_349104.png
26993/img_443005.jpg,26993/img_443919.jpg
27073/frames_455098.png,27073/img_442515.jpg
27316/frames_433991.png,27316/frames_423241.png
27420/frames_380246.png,27420/img_442045.jpg
27458/frames_426970.png,27458/frames_421322.png
27497/frames_380971.png,27497/frames_341593.png
27578/frames_400624.png,27578/img_442173.jpg
27642/frames_347307.png,27642/frames_412833.png
27724/frames_432029.png,27724/img_443345.jpg
27819/frames_427691.png,27819/img_445205.jpg
28023/frames_353814.png,28023/img_452014.jpg
28142/frames_401828.png,28142/img_451279.jpg
28144/frames_426878.png,28144/frames_383965.png
28154/frames_413736.png,28154/img_441833.jpg
28190/img_440527.jpg,28190/frames_384030.png
28243/frames_428101.png,28243/frames_399771.png
28261/img_447683.jpg,28261/frames_351865.png
28365/frames_370219.png,28365/img_451685.jpg
28502/frames_419248.png,28502/frames_403653.png
28550/frames_359780.png,28550/frames_369562.png
28585/frames_359076.png,28585/frames_405560.png
28757/frames_396964.png,28757/frames_429551.png
28781/frames_435426.png,28781/img_450207.jpg
28814/img_443829.jpg,28814/frames_411345.png
13901/img_124916.jpg,13901/frames_381298.png
28019/frames_351877.png,28019/img_442914.jpg
10016/img_107608.jpg,10016/img_107030.jpg
27412/frames_357381.png,27412/frames_380019.png
27667/img_448207.jpg,27667/img_442008.jpg
12607/img_113144.jpg,12607/frames_131651.png
13275/frames_218180.png,13275/img_120617.jpg
12404/img_111800.jpg,12404/frames_218810.png
13219/frames_192406.png,13219/frames_191954.png
12620/img_113774.jpg,12620/frames_132583.png
28793/frames_373499.png,28793/frames_350954.png
26986/img_442768.jpg,26986/frames_364708.png
13120/img_118275.jpg,13120/img_119352.jpg
13472/frames_218247.png,13472/img_119591.jpg
12724/frames_137824.png,12724/frames_148925.png
27047/img_446502.jpg,27047/img_441292.jpg
13545/frames_170640.png,13545/img_122102.jpg
27942/frames_397055.png,27942/frames_357591.png
13898/img_124739.jpg,13898/frames_205023.png
3329/frames_72022.png,3329/img_70439.jpg
14007/frames_177834.png,14007/frames_177002.png
12557/frames_164803.png,12557/frames_160030.png
1727/frames_8672.png,1727/frames_19129.png
12837/frames_174190.png,12837/frames_172273.png
10049/img_101417.jpg,10049/img_106860.jpg
13408/img_119639.jpg,13408/frames_215844.png
28583/frames_400739.png,28583/frames_375541.png
14117/img_143561.jpg,14117/frames_203254.png
2001/img_1650.jpg,2001/frames_14556.png
961/frames_19175.png,961/frames_23247.png
13412/frames_214290.png,13412/frames_217677.png
27150/frames_407243.png,27150/frames_412647.png
12801/frames_188597.png,12801/frames_174493.png
28583/frames_400739.png,28583/frames_373907.png
594/img_1479.jpg,594/frames_227621.png
14117/frames_203254.png,14117/img_144039.jpg
28049/frames_383849.png,28049/frames_361171.png
13391/frames_211430.png,13391/frames_210674.png
13571/img_122046.jpg,13571/frames_207373.png
527/img_3012.jpg,527/frames_5458.png
12557/frames_158472.png,12557/img_112567.jpg
148/frames_21364.png,148/img_4714.jpg
27691/frames_384591.png,27691/frames_434316.png
10016/img_107608.jpg,10016/img_107783.jpg
27968/img_449659.jpg,27968/frames_349046.png
12801/frames_188597.png,12801/frames_140619.png
12910/frames_141830.png,12910/frames_184283.png
12923/img_117236.jpg,12923/frames_207919.png
12557/frames_159110.png,12557/frames_160573.png
13926/img_124646.jpg,13926/img_124573.jpg
13904/img_125088.jpg,13904/img_124418.jpg
27293/img_446845.jpg,27293/frames_352092.png
64/img_4538.jpg,64/frames_22127.png
14105/img_143438.jpg,14105/frames_176059.png
14085/frames_201731.png,14085/frames_204365.png
27362/frames_385330.png,27362/img_443093.jpg
3329/frames_72018.png,3329/img_70439.jpg
26986/img_450620.jpg,26986/frames_364708.png
