anc_paths,compair_paths
284/frames_14930.png,28794/frames_341864.png
296/frames_11123.png,13261/frames_171071.png
788/frames_12117.png,27454/frames_439679.png
1303/frames_36348.png,28359/frames_407774.png
1319/img_4381.jpg,28563/frames_397163.png
3490/frames_73785.png,28048/frames_420894.png
9811/img_101400.jpg,13206/frames_219900.png
12636/frames_147499.png,9811/img_101056.jpg
12783/frames_174650.png,27171/frames_429263.png
12910/img_117651.jpg,27017/frames_439899.png
13189/frames_216934.png,27417/frames_408462.png
13472/img_120790.jpg,13099/img_118028.jpg
14027/img_143522.jpg,27191/frames_373252.png
27009/frames_364029.png,28290/frames_370685.png
27040/frames_368738.png,12905/frames_167372.png
27046/frames_367851.png,28167/frames_419963.png
27115/frames_405125.png,13250/frames_194083.png
27124/img_444671.jpg,705/img_3522.jpg
27197/frames_349600.png,27121/frames_388939.png
27224/frames_453438.png,9769/frames_127133.png
27301/frames_354620.png,1980/frames_14544.png
27313/frames_368617.png,1303/img_36231.jpg
27417/frames_430363.png,27790/frames_361444.png
27616/frames_390757.png,13364/frames_168688.png
27736/frames_438886.png,27840/frames_424890.png
27790/frames_342211.png,28160/img_441989.jpg
27823/frames_343217.png,27460/frames_340770.png
28162/frames_417795.png,566/frames_11890.png
28182/img_440615.jpg,27039/img_449408.jpg
28502/frames_419248.png,27829/frames_359501.png
28535/frames_431998.png,27260/frames_418324.png
28834/frames_431681.png,28023/frames_375885.png
28149/frames_385728.png,27642/frames_427570.png
26985/frames_421304.png,2793/frames_382304.png
27561/frames_418804.png,26984/frames_410713.png
28698/img_452211.jpg,11773/frames_145593.png
13866/frames_180580.png,13008/frames_169498.png
28265/img_441794.jpg,11989/img_109518.jpg
27704/img_455558.jpg,3310/img_443817.jpg
9811/img_101840.jpg,27135/img_449306.jpg
28/img_3315.jpg,299/frames_16758.png
28182/frames_340349.png,28915/frames_411633.png
14142/img_143660.jpg,13328/frames_213850.png
13005/img_117120.jpg,11765/frames_419402.png
13940/frames_180329.png,28227/frames_353739.png
28710/frames_375117.png,13161/frames_424628.png
28215/frames_375488.png,13428/frames_214717.png
419/frames_15540.png,300/img_1848.jpg
28761/img_441324.jpg,27621/frames_422440.png
28401/frames_342372.png,214/img_1892.jpg
27561/frames_413702.png,27420/img_446217.jpg
10049/img_101218.jpg,28040/frames_425717.png
13005/frames_185918.png,12067/img_109900.jpg
19/frames_10555.png,28395/frames_340540.png
12636/frames_147627.png,27313/img_447996.jpg
27088/frames_348697.png,28579/frames_363494.png
10016/img_107608.jpg,11765/frames_405434.png
28558/frames_373572.png,27339/frames_398150.png
28753/frames_393596.png,28761/frames_418791.png
12587/frames_132803.png,28044/img_442041.jpg
13904/img_125088.jpg,12929/frames_184389.png
27115/frames_404481.png,13250/frames_190785.png
13866/frames_180580.png,27492/img_441333.jpg
13137/frames_194005.png,27829/frames_431800.png
27124/frames_439644.png,12957/frames_185742.png
27403/frames_386756.png,13319/img_119821.jpg
547/frames_21707.png,13472/img_120718.jpg
28/frames_5680.png,26991/frames_341157.png
371/frames_20215.png,13485/img_122365.jpg
13135/img_118986.jpg,28550/frames_390356.png
